"Supplemental Table S1. Coordinates, sizes, GC levels and GC standard deviations,",,,,,,,
"of the human isochores identified in this study.",,,,,,,
,,,,,,,
,,,,,,,
"Chr","Band","Start","End","Size (Mb)","GC, %","∆ GC","SD (w=100kb)"
13,"q12.13g",24.7,25.1,0.4,40.7,2.0,1.68
13,"q12.13h",25.1,25.3,0.2,40.5,0.2,0.00
13,"q12.13i",25.3,25.6,0.3,42.8,-2.2,0.84
13,"q12.13l",25.6,25.9,0.3,39.0,3.8,1.37
13,"q12.13m",25.9,27,1.1,43.5,-4.5,2.24
13,"q12.13n",27,27.2,0.2,39.3,4.2,0.00
13,"q12.13o",27.2,27.6,0.4,44.7,-5.3,1.89
13,"q12.13p",27.6,27.8,0.2,39.0,5.7,0.00
13,"q12.13q",27.8,28.3,0.5,41.9,-3.0,1.85
13,"q12.2",28.3,28.8,0.5,40.0,2.0,0.46
13,"q12.3",28.8,30.9,2.1,42.8,-2.9,2.23
13,"q13.1a",30.9,32.3,1.4,38.9,3.9,1.06
13,"q13.1b",32.3,32.5,0.2,42.0,-3.1,0.00
13,"q13.1c",32.5,34.4,1.9,39.1,3.0,1.08
13,"q13.1d",34.4,35.1,0.7,34.9,4.2,1.29
13,"q13.2",35.1,36.9,1.8,39.3,-4.4,1.39
13,"q13.3a",36.9,38.1,1.2,35.7,3.6,0.59
13,"q13.3b",38.1,39.5,1.4,38.3,-2.5,1.21
13,"q14.11a",39.5,40.3,0.8,42.6,-4.4,1.06
13,"q14.11b",40.3,40.9,0.6,39.7,2.9,1.15
13,"q14.11c",40.9,41.1,0.2,42.8,-3.1,0.00
13,"q14.12a",41.1,41.3,0.2,36.2,6.6,0.00
13,"q14.12b",41.3,43.6,2.3,39.3,-3.1,1.42
13,"q14.13a",43.6,43.9,0.3,43.7,-4.4,1.14
13,"q14.13b",43.9,44.1,0.2,39.1,4.6,0.00
13,"q14.13c",44.1,45.4,1.3,42.7,-3.6,2.07
13,"q14.2",45.4,49,3.6,39.1,3.6,1.54
13,"q14.3a",49,49.5,0.5,42.3,-3.2,1.11
13,"q14.3b",49.5,50.5,1,39.5,2.8,1.06
13,"q14.3c",50.5,50.8,0.3,43.2,-3.7,0.88
13,"q14.3d",50.8,51.2,0.4,39.0,4.3,1.24
13,"q14.3e",51.2,51.7,0.5,43.2,-4.2,1.94
13,"q14.3f",51.7,52.2,0.5,40.1,3.1,1.16
13,"q14.3g",52.2,52.5,0.3,43.9,-3.8,0.86
13,"q14.3h",52.5,53,0.5,39.5,4.4,1.16
13,"q21.1",53,58.5,5.5,34.8,4.7,1.31
13,"q21.2a",58.5,59.2,0.7,38.5,-3.6,1.04
13,"q21.2b",59.2,59.6,0.4,35.6,2.9,0.56
13,"q21.2c",59.6,60.4,0.8,38.1,-2.5,1.09
13,"q21.31",60.4,64.1,3.7,34.5,3.6,1.08
13,"q21.32",64.1,67.9,3.8,34.7,-0.2,0.80
13,"q21.33",67.9,71.9,4,34.4,0.3,1.10
13,"q22.1a",71.9,72.2,0.3,37.8,-3.4,0.65
13,"q22.1b",72.2,72.4,0.2,36.3,1.5,0.00
13,"q22.1c",72.4,72.7,0.3,40.3,-4.0,1.50
13,"q22.2a",72.7,75.4,2.7,38.1,2.2,1.00
13,"q22.2b",75.4,76,0.6,36.4,1.7,0.48
13,"q22.3a",76,76.5,0.5,39.5,-3.1,1.37
13,"q22.3b",76.5,76.8,0.3,36.0,3.4,0.32
13,"q22.3c",76.8,77.6,0.8,37.8,-1.8,0.60
13,"q22.3d",77.6,77.8,0.2,35.5,2.3,0.00
13,"q22.3e",77.8,80.2,2.4,37.9,-2.4,1.08
13,"q31.1",80.2,90.1,9.9,34.6,3.3,0.82
13,"q31.2",90.1,90.9,0.8,36.9,-2.3,0.66
13,"q31.3a",90.9,92.4,1.5,35.7,1.2,0.39
13,"q31.3b",92.4,92.7,0.3,37.3,-1.6,0.18
13,"q31.3c",92.7,93.5,0.8,36.4,0.8,0.60
13,"q32.1a",93.5,94.6,1.1,39.7,-3.3,1.38
13,"q32.1b",94.6,95.1,0.5,43.2,-3.5,1.78
13,"q32.2",95.1,97,1.9,38.7,4.5,1.28
13,"q32.3a",97,99.5,2.5,43.4,-4.7,2.04
13,"q32.3b",99.5,99.9,0.4,39.5,3.9,1.57
13,"q32.3c",99.9,100.3,0.4,43.6,-4.1,1.12
13,"q32.3d",100.3,100.9,0.6,38.9,4.7,1.56
13,"q33.1a",100.9,101.3,0.4,36.4,2.5,0.47
13,"q33.1b",101.3,102.9,1.6,38.4,-2.0,1.01
13,"q33.1c",102.9,105.2,2.3,35.9,2.5,0.73
13,"q33.2a",105.2,105.8,0.6,38.7,-2.8,0.77
13,"q33.2b",105.8,106.1,0.3,41.3,-2.6,0.22
13,"q33.2c",106.1,106.9,0.8,38.7,2.6,1.17
13,"q33.3",106.9,108.7,1.8,37.8,0.8,1.09
13,"q34a",108.7,108.9,0.2,41.4,-3.6,0.00
13,"q34b",108.9,109.1,0.2,40.3,1.2,0.00
13,"q34c",109.1,109.9,0.8,43.7,-3.5,1.78
13,"q34d",109.9,110.1,0.2,49.8,-6.0,0.00
13,"q34e",110.1,110.7,0.6,44.3,5.4,0.77
13,"q34f",110.7,112.1,1.4,47.9,-3.6,1.09
13,"q34g",112.1,112.4,0.3,44.8,3.1,2.53
13,"q34h",112.4,114.2,1.8,51.0,-6.1,4.05
,,,,,,,
14,"q11.2a",18.1,18.3,0.2,38.6,"-",0.00
14,"q11.2b",18.3,19.2,0.9,41.8,-3.2,1.77
14,"q11.2c",19.2,19.8,0.6,36.7,5.2,1.10
14,"q11.2d",19.8,21.2,1.4,43.4,-6.7,2.00
14,"q11.2e",21.2,21.9,0.7,38.3,5.1,0.89
14,"q11.2f",21.9,24,2.1,46.3,-8.0,3.69
14,"q12a",24,25.3,1.3,38.9,7.4,1.34
14,"q12b",25.3,29.3,4,35.5,3.4,1.07
14,"q12c",29.3,30.5,1.2,37.7,-2.2,0.82
14,"q13.1a",30.5,31.6,1.1,40.1,-2.4,1.50
14,"q13.1b",31.6,33.3,1.7,38.2,1.9,1.02
14,"q13.1c",33.3,35,1.7,42.2,-4.0,2.04
14,"q13.2a",35,36,1,38.2,4.0,1.69
14,"q13.2b",36,36.2,0.2,42.2,-3.9,0.00
14,"q13.2c",36.2,38.1,1.9,37.7,4.5,1.53
14,"q13.3",38.1,39.5,1.4,38.4,-0.7,1.26
14,"q21.1",39.5,43.9,4.4,34.7,3.7,0.80
14,"q21.2",43.9,45.1,1.2,38.0,-3.3,0.55
14,"q21.3a",45.1,48.6,3.5,35.4,2.6,0.99
14,"q21.3b",48.6,49.1,0.5,39.5,-4.1,1.12
14,"q22.1a",49.1,49.9,0.8,42.0,-2.5,2.09
14,"q22.1b",49.9,50.3,0.4,38.8,3.2,1.71
14,"q22.1c",50.3,50.5,0.2,42.7,-3.9,0.00
14,"q22.1d",50.5,51.3,0.8,40.1,2.7,0.79
14,"q22.1e",51.3,51.6,0.3,41.0,-1.0,1.61
14,"q22.2",51.9,53.8,1.9,39.1,1.9,1.20
14,"q22.3",53.8,55.5,1.7,41.4,-2.2,1.69
14,"q23.1a",55.5,56.2,0.7,40.0,1.4,0.84
14,"q23.1b",56.2,56.4,0.2,42.6,-2.6,0.00
14,"q23.1c",56.4,58.1,1.7,39.2,3.4,1.09
14,"q23.1d",58.1,58.3,0.2,41.5,-2.3,0.00
14,"q23.1e",58.3,60.3,2,39.0,2.5,1.35
14,"q23.1f",60.3,60.6,0.3,36.6,2.4,0.38
14,"q23.1g",60.6,61.2,0.6,42.5,-5.9,1.03
14,"q23.1h",61.2,62,0.8,38.7,3.8,1.07
14,"q23.1i",62,62.4,0.4,36.6,2.1,0.83
14,"q23.1l",62.4,63,0.6,38.7,-2.1,1.71
14,"q23.2a",63,64.2,1.2,41.8,-3.1,1.52
14,"q23.2b",64.2,64.4,0.2,49.1,-7.3,0.00
14,"q23.2c",64.4,64.9,0.5,44.8,4.4,0.39
14,"q23.3a",64.9,65.3,0.4,38.1,6.6,1.90
14,"q23.3b",65.3,65.7,0.4,43.0,-4.9,1.27
14,"q23.3c",65.7,66.9,1.2,37.7,5.4,1.85
14,"q23.3d",66.9,67.4,0.5,44.4,-6.8,2.49
14,"q23.3e",67.4,67.8,0.4,37.6,6.9,0.76
14,"q24.1a",67.8,68.1,0.3,42.3,-4.7,1.88
14,"q24.1b",68.1,68.6,0.5,47.7,-5.4,1.33
14,"q24.1c",68.6,69.2,0.6,44.3,3.4,3.57
14,"q24.1d",69.2,69.8,0.6,44.0,0.3,1.54
14,"q24.1e",69.8,70.2,0.4,40.3,3.6,0.30
14,"q24.1f",70.2,70.9,0.7,41.8,-1.5,3.46
14,"q24.2a",70.9,71.2,0.3,38.8,3.1,0.42
14,"q24.2b",71.2,71.5,0.3,41.5,-2.7,1.32
14,"q24.2c",71.5,71.7,0.2,40.3,1.2,0.00
14,"q24.2d",71.7,72,0.3,41.8,-1.5,0.29
14,"q24.3a",72,73.7,1.7,44.7,-2.9,2.27
14,"q24.3b",73.7,74.2,0.5,48.4,-3.7,1.36
14,"q24.3c",74.2,75.8,1.6,43.6,4.7,3.29
14,"q24.3d",75.8,76.3,0.5,46.7,-3.1,1.53
14,"q24.3e",76.3,76.9,0.6,49.0,-2.3,2.03
14,"q24.3f",76.9,77.3,0.4,43.1,6.0,1.38
14,"q24.3g",77.3,77.5,0.2,46.7,-3.7,0.00
14,"q24.3h",77.5,78.2,0.7,42.4,4.3,2.00
14,"q31.1a",78.2,80.1,1.9,38.1,4.3,0.74
14,"q31.1b",80.1,80.4,0.3,36.1,2.0,0.32
14,"q31.2",80.4,81.6,1.2,39.6,-3.5,1.50
14,"q31.3a",81.6,84.7,3.1,35.7,4.0,0.85
14,"q31.3b",84.7,85.5,0.8,37.7,-2.1,0.78
14,"q31.3c",85.5,86.6,1.1,36.0,1.7,0.73
14,"q31.3d",86.6,87.7,1.1,38.9,-2.9,1.49
14,"q31.3e",87.7,87.9,0.2,42.8,-3.9,0.00
14,"q32.11a",87.9,88.5,0.6,39.1,3.7,1.93
14,"q32.11b",88.5,90,1.5,43.6,-4.4,1.56
14,"q32.11c",90,90.4,0.4,46.9,-3.3,3.24
14,"q32.11d",90.4,90.6,0.2,38.9,8.0,0.00
14,"q32.11e",90.6,91,0.4,48.5,-9.6,2.28
14,"q32.12",91,91.8,0.8,41.3,7.2,2.97
14,"q32.13a",91.8,92.8,1,48.2,-6.9,3.37
14,"q32.13b",92.8,93.2,0.4,39.4,8.7,1.51
14,"q32.13c",93.2,93.6,0.4,49.2,-9.8,2.01
14,"q32.13d",93.6,94,0.4,42.2,7.0,4.00
14,"q32.13e",94,96.4,2.4,45.3,-3.1,3.08
14,"q32.2a",96.4,97.1,0.7,43.0,2.3,1.15
14,"q32.2b",97.1,97.3,0.2,40.4,2.6,0.00
14,"q32.2c",97.3,97.5,0.2,42.6,-2.2,0.00
14,"q32.2d",97.5,98.3,0.8,41.1,1.5,1.14
14,"q32.31a",98.3,99.1,0.8,47.1,-6.0,2.69
14,"q32.31b",99.1,99.3,0.2,53.4,-6.3,0.00
14,"q32.31c",99.3,99.6,0.3,43.7,9.7,1.31
14,"q32.31d",99.6,100.1,0.5,50.0,-6.3,1.98
14,"q32.31e",100.1,100.4,0.3,53.1,-3.0,0.96
14,"q32.32",100.4,103.2,2.8,47.5,5.5,3.54
14,"q32.33a",103.2,103.6,0.4,46.9,0.6,3.64
14,"q32.33b",103.6,103.9,0.3,56.5,-9.6,2.32
14,"q32.33c",103.9,104.1,0.2,50.6,5.9,0.00
14,"q32.33d",104.1,105.5,1.4,56.3,-5.6,2.97
14,"q32.33e",105.5,106.4,0.9,41.5,14.8,0.98
,,,,,,,
15,"q11.2",18.5,21.3,2.8,43.4,"-",3.59
15,"q12",21.3,22.6,1.3,39.4,3.9,0.91
15,"q13.1",22.6,24,1.4,42.7,-3.2,2.94
15,"q13.2a",24,24.4,0.4,40.2,2.5,0.49
15,"q13.2b",24.4,24.6,0.2,41.7,-1.5,0.00
15,"q13.2c",24.6,25.3,0.7,41.1,0.6,1.59
15,"q13.2d",25.3,25.6,0.3,40.3,0.8,0.38
15,"q13.2e",25.6,27,1.4,43.8,-3.5,4.25
15,"q13.2f",27,27.3,0.3,47.5,-3.7,1.89
15,"q13.2g",27.3,28,0.7,42.3,5.2,2.18
15,"q13.3a",28,29.2,1.2,42.7,-0.4,2.10
15,"q13.3b",29.2,29.6,0.4,48.2,-5.5,2.07
15,"q13.3c",29.6,30.6,1,42.6,5.5,1.75
15,"q13.3d",30.6,31.2,0.6,40.0,2.6,1.06
15,"q13.3e",31.2,33.2,2,41.2,-1.2,1.85
15,"q14a",33.2,34.8,1.6,36.7,4.5,1.00
15,"q14b",34.8,35.2,0.4,38.4,-1.7,1.00
15,"q14c",35.2,35.8,0.6,36.6,1.8,0.44
15,"q14d",35.8,36.6,0.8,38.2,-1.6,1.08
15,"q14e",36.6,37,0.4,41.3,-3.1,1.04
15,"q14f",37,37.4,0.4,38.4,2.9,0.49
15,"q14g",37.4,37.7,0.3,40.9,-2.5,0.66
15,"q14h",37.7,37.9,0.2,39.1,1.9,0.00
15,"q15.1a",37.9,38.8,0.8,46.5,-7.4,4.71
15,"q15.1b",38.8,39.1,0.3,49.6,-3.1,1.14
15,"q15.1c",39.1,39.4,0.3,43.5,6.1,1.09
15,"q15.1d",39.4,39.7,0.3,48.2,-4.7,1.60
15,"q15.1e",39.7,40,0.3,46.9,1.2,8.36
15,"q15.2a",40,40.2,0.2,47.7,-0.8,0.00
15,"q15.2b",40.2,40.9,0.7,42.8,5.0,1.72
15,"q15.2c",40.9,41.2,0.3,40.1,2.7,1.25
15,"q15.2d",41.2,42.1,0.9,44.4,-4.3,2.04
15,"q15.2e",42.1,42.3,0.2,39.2,5.2,0.00
15,"q15.3a",42.3,43.1,0.8,41.4,-2.1,1.13
15,"q15.3b",43.1,43.3,0.2,49.1,-7.7,0.00
15,"q15.3c",43.3,43.9,0.6,42.5,6.6,1.29
15,"q21.1a",43.9,44.7,0.8,38.0,4.4,1.25
15,"q21.1b",44.7,45.2,0.5,35.6,2.5,0.28
15,"q21.1c",45.2,48.1,2.9,38.5,-2.9,1.65
15,"q21.2a",48.1,49.5,1.4,41.3,-2.8,2.20
15,"q21.2b",49.5,50,0.5,39.3,2.0,1.94
15,"q21.2c",50,50.4,0.4,44.3,-5.0,0.67
15,"q21.3a",50.4,52.2,1.8,39.0,5.3,1.90
15,"q21.3b",52.2,52.8,0.6,35.9,3.1,0.75
15,"q21.3c",52.8,54.2,1.4,39.8,-3.9,1.83
15,"q21.3d",54.2,55.4,1.2,37.5,2.2,1.62
15,"q22.1a",55.4,55.9,0.5,43.4,-5.9,2.53
15,"q22.1b",55.9,56.3,0.4,39.8,3.6,1.09
15,"q22.1c",56.3,56.7,0.4,43.0,-3.2,1.91
15,"q22.2a",56.7,57.2,0.5,39.4,3.6,1.64
15,"q22.2b",57.2,57.7,0.5,43.2,-3.8,1.17
15,"q22.2c",57.7,58.4,0.7,40.5,2.7,0.73
15,"q22.2d",58.4,59,0.6,41.3,-0.9,2.16
15,"q22.2e",59,59.3,0.3,41.9,-0.5,0.53
15,"q22.2f",59.3,60.2,0.9,39.2,2.6,1.91
15,"q22.2g",60.2,61.6,1.4,43.6,-4.4,1.83
15,"q22.2h",61.6,61.9,0.3,38.4,5.2,0.00
15,"q22.2i",61.9,62.1,0.2,46.3,-7.9,0.00
15,"q22.2l",62.1,62.8,0.7,42.9,3.4,2.16
15,"q22.31a",62.8,63.5,0.7,47.9,-4.9,3.25
15,"q22.31b",63.5,64,0.5,41.4,6.5,1.87
15,"q22.31c",64,64.3,0.3,49.0,-7.6,0.05
15,"q22.31d",64.3,64.7,0.4,44.7,4.3,1.14
15,"q22.31e",64.7,65.3,0.6,47.4,-2.7,1.21
15,"q22.32",65.3,65.8,0.5,39.3,8.1,1.54
15,"q22.33a",65.8,66.8,1,44.8,-5.5,3.12
15,"q22.33b",66.8,67.6,0.8,43.4,1.5,2.69
15,"q22.33c",67.6,68.7,1.1,47.4,-4.0,1.63
15,"q23",68.7,71.4,2.7,41.5,5.9,2.84
15,"q24.1a",71.4,72.3,0.9,47.4,-5.9,4.73
15,"q24.1b",72.3,72.5,0.2,53.2,-5.7,0.00
15,"q24.1c",72.5,73.9,1.4,48.9,4.2,2.93
15,"q24.2a",73.9,74.5,0.6,42.5,6.4,4.35
15,"q24.2b",74.5,75,0.5,37.5,5.0,1.27
15,"q24.2c",75,75.2,0.2,46.1,-8.5,0.00
15,"q24.2d",75.2,75.6,0.4,38.6,7.4,1.78
15,"q24.3a",75.6,76,0.4,54.3,-15.6,0.47
15,"q24.3b",76,76.5,0.5,48.2,6.0,1.92
15,"q25.1a",76.5,77.2,0.7,46.8,1.4,4.23
15,"q25.1b",77.2,78.9,1.7,42.9,3.9,1.58
15,"q25.1c",78.9,79.1,0.2,46.9,-4.0,0.00
15,"q25.1d",79.1,79.5,0.4,42.7,4.2,0.90
15,"q25.1e",79.5,79.8,0.3,37.9,4.7,0.39
15,"q25.2a",79.8,80.5,0.7,42.1,-4.2,2.66
15,"q25.2b",80.5,80.8,0.3,49.1,-7.0,2.13
15,"q25.2c",80.8,82,1.2,43.4,5.7,2.48
15,"q25.3a",82,82.6,0.6,39.8,3.6,1.07
15,"q25.3b",82.6,83.7,1.1,45.4,-5.7,2.37
15,"q25.3c",83.7,84,0.3,40.0,5.4,0.60
15,"q25.3d",84,84.5,0.5,43.9,-3.9,3.01
15,"q25.3e",84.5,86.1,1.6,38.9,5.1,1.22
15,"q26.1a",86.1,86.5,0.4,43.5,-4.6,1.74
15,"q26.1b",86.5,86.7,0.2,47.7,-4.2,0.00
15,"q26.1c",86.7,87.1,0.4,45.4,2.3,0.66
15,"q26.1d",87.1,87.3,0.2,48.6,-3.2,0.00
15,"q26.1e",87.3,88.3,1,46.4,2.2,2.93
15,"q26.1f",88.3,88.6,1,49.4,-3.0,1.43
15,"q26.1g",88.6,89.2,0.3,44.0,5.4,1.56
15,"q26.1h",89.2,89.4,0.6,50.2,-6.2,0.00
15,"q26.1i",89.4,89.7,0.2,41.8,8.4,0.57
15,"q26.1l",89.7,90,0.3,39.7,2.1,1.17
15,"q26.1m",90,91.9,0.3,43.9,-4.2,2.03
15,"q26.2a",91.9,94.6,2.7,38.7,5.2,1.16
15,"q26.2b",94.6,94.8,0.2,43.4,-4.7,0.00
15,"q26.2c",94.8,96.4,1.6,38.5,4.9,1.38
15,"q26.3a",96.4,97.9,1.5,43.6,-5.1,2.23
15,"q26.3b",97.9,98.3,0.4,39.6,4.0,0.85
15,"q26.3c",98.3,98.7,0.4,46.6,-7.0,0.51
15,"q26.3d",98.7,99.6,0.9,44.7,1.9,3.72
15,"q26.3e",99.6,99.9,0.3,48.1,-3.3,0.46
15,"q26.3f",99.9,100.4,0.5,43.0,5.1,4.35
,,,,,,,
16,"p13.3a",0,3.2,3.2,56.6,"-",4.46
16,"p13.3b",3.2,4.2,1,47.4,9.2,2.14
16,"p13.3c",4.2,4.4,0.2,55.7,-8.3,0.00
16,"p13.3d",4.4,4.6,0.2,50.5,5.2,0.00
16,"p13.3e",4.6,4.8,0.2,54.1,-3.6,0.00
16,"p13.3f",4.8,5.2,0.4,49.7,4.4,1.89
16,"p13.2a",5.2,6.1,0.9,44.4,5.2,1.22
16,"p13.2b",6.1,6.3,0.2,41.0,3.5,0.00
16,"p13.2c",6.3,7,0.7,41.3,-0.3,1.10
16,"p13.2d",7,7.2,0.2,40.7,0.6,0.00
16,"p13.2e",7.2,7.8,0.6,41.7,-1.0,0.62
16,"p13.2f",7.8,8.1,0.3,39.9,1.9,0.39
16,"p13.2g",8.1,8.6,0.5,42.6,-2.8,1.67
16,"p13.2h",8.6,9.2,0.6,47.5,-4.9,1.07
16,"p13.2i",9.2,10.5,1.3,42.7,4.8,1.73
16,"p13.13a",10.5,11.7,1.2,48.9,-6.2,1.76
16,"p13.13b",11.7,11.9,0.2,43.7,5.2,0.00
16,"p13.13c",11.9,12.1,0.2,46.5,-2.8,0.00
16,"p13.13d",12.1,12.6,0.5,47.2,-0.7,0.88
16,"p13.12",12.6,15.5,2.9,43.8,3.4,2.89
16,"p13.11",15.5,16.4,0.9,48.2,-4.4,2.91
16,"p12.3a",16.4,20.6,4.2,44.0,4.2,2.37
16,"p12.3b",20.6,20.8,0.2,40.5,3.5,0.00
16,"p12.2a",20.8,22,1.2,43.8,-3.3,1.98
16,"p12.2b",22,22.2,0.2,47.6,-3.8,0.00
16,"p12.2c",22.2,23.2,1,43.5,4.1,1.46
16,"p12.2d",23.2,23.7,0.5,46.7,-3.2,1.34
16,"p12.2e",23.7,25.2,1.5,44.0,2.6,1.16
16,"p12.1a",25.2,26.1,0.9,41.6,2.5,1.25
16,"p12.1b",26.1,26.4,0.3,39.7,1.9,1.70
16,"p12.1c",26.4,26.9,0.5,42.8,-3.2,0.79
16,"p11.2a",26.9,30.8,3.9,49.0,-6.1,2.24
16,"p11.2b",30.8,31.1,0.3,53.6,-4.7,0.47
16,"p11.2c",31.1,31.4,0.3,48.6,5.0,2.52
16,"q12.1a",46.4,48,1.6,43.3,"-",1.91
16,"q12.1b",48,48.5,0.5,50.4,-7.1,0.74
16,"q12.1c",48.5,48.8,0.3,43.9,6.5,1.19
16,"q12.1d",48.8,49.3,0.5,48.1,-4.2,2.62
16,"q12.1e",49.3,50,0.7,43.8,4.3,1.91
16,"q12.2a",50,52.6,2.6,39.9,3.9,1.91
16,"q12.2b",52.6,53.3,0.7,44.0,-4.1,2.21
16,"q12.2c",53.3,53.5,0.2,40.8,3.2,0.00
16,"q12.2d",53.5,54.8,1.3,43.4,-2.6,3.29
16,"q12.2e",54.8,55.2,0.4,45.5,-2.1,3.66
16,"q13a",55.2,56.2,1,47.9,-2.4,2.43
16,"q13b",56.2,56.4,0.2,53.7,-5.8,0.00
16,"q13c",56.4,56.7,0.3,50.2,3.5,2.42
16,"q13d",56.7,57,0.3,43.1,7.1,0.58
16,"q13e",57,57.4,0.4,45.7,-2.6,3.68
16,"q21a",57.5,58.5,1,37.6,8.1,1.26
16,"q21b",58.5,58.7,0.2,36.4,1.2,0.00
16,"q21c",58.7,59,0.3,37.9,-1.5,0.34
16,"q21d",59,60.5,1.5,36.0,1.9,0.54
16,"q21e",60.5,61.8,1.3,37.0,-1.0,0.82
16,"q21f",61.8,63.2,1.4,36.2,0.7,0.78
16,"q21g",63.2,64.2,1,39.1,-2.8,1.19
16,"q22.1a",64.2,64.8,0.6,43.4,-4.4,0.67
16,"q22.1b",64.8,65.5,0.7,47.2,-3.7,2.37
16,"q22.1c",65.5,66.1,0.6,50.3,-3.1,4.71
16,"q22.1d",66.1,66.4,0.3,49.9,0.4,0.56
16,"q22.1e",66.4,66.6,0.2,53.3,-3.4,0.00
16,"q22.1f",66.6,67.9,1.3,46.0,7.3,3.02
16,"q22.1g",67.9,69.4,1.5,46.6,-0.6,4.17
16,"q22.2a",69.4,69.6,0.2,43.2,3.4,0.00
16,"q22.2b",69.6,69.9,0.3,39.4,3.7,0.40
16,"q22.2c",69.9,70.8,0.9,44.3,-4.9,1.76
16,"q22.2d",70.8,71.4,0.6,38.1,6.2,1.63
16,"q22.3a",71.4,71.7,0.3,46.5,-8.4,0.85
16,"q22.3b",71.7,72.5,0.8,42.1,4.5,1.70
16,"q22.3c",72.5,72.8,0.3,39.0,3.0,1.23
16,"q22.3d",72.8,74.4,1.6,45.2,-6.2,3.34
16,"q23.1a",74.4,75.8,1.4,37.1,8.1,1.36
16,"q23.1b",75.8,79.7,3.9,42.2,-5.1,1.30
16,"q23.2",79.7,80.5,0.8,48.6,-6.4,2.88
16,"q23.3",80.5,82.5,2,42.3,6.3,1.22
16,"q24.1a",82.5,83.7,1.2,49.6,-7.3,2.16
16,"q24.1b",83.7,84.3,0.6,56.0,-6.4,0.84
16,"q24.2",84.3,86.2,1.9,49.0,7.0,1.46
16,"q24.3a",86.3,87.9,1.6,56.2,-7.2,3.88
16,"q24.3b",87.9,88.1,0.2,50.0,6.2,0.00
16,"q24.3c",88.1,88.7,0.6,54.0,-4.0,2.18
16,"q24.3d",88.7,88.9,0.2,42.3,11.7,0.00
,,,,,,,
17,"p13.3a",0,0.2,0.2,53.8,"-",0.00
17,"p13.3b",0.2,0.8,0.6,48.6,5.3,1.95
17,"p13.3c",0.8,1.1,0.3,54.1,-5.5,1.24
17,"p13.3d",1.1,1.3,0.2,49.3,4.8,0.00
17,"p13.3e",1.3,1.6,0.3,54.0,-4.8,0.91
17,"p13.3f",1.6,2,0.4,50.1,3.9,2.62
17,"p13.3g",2,2.6,0.6,47.2,2.9,3.80
17,"p13.3h",2.6,2.9,0.3,51.3,-4.0,1.70
17,"p13.3i",2.9,3.3,0.4,40.7,10.6,0.63
17,"p13.3l",3.3,3.9,0.6,50.8,-10.1,4.03
17,"p13.3m",3.9,4.2,0.3,43.9,6.9,1.97
17,"p13.3n",4.2,4.5,0.3,52.3,-8.4,3.35
17,"p13.3o",4.5,4.7,0.2,50.0,2.3,0.00
17,"p13.3p",4.7,4.9,0.2,52.5,-2.4,0.00
17,"p13.2a",5,5.9,0.9,44.9,7.6,1.37
17,"p13.2b",5.9,6.6,0.7,47.5,-2.6,2.33
17,"p13.1a",6.6,6.8,0.2,42.6,5.0,0.00
17,"p13.1b",6.8,7,0.2,48.3,-5.8,0.00
17,"p13.1c",7,7.3,0.3,53.8,-5.5,0.98
17,"p13.1d",7.3,8.2,0.9,50.4,3.5,1.59
17,"p13.1e",8.2,8.5,0.6,43.7,6.7,2.68
17,"p13.1f",8.5,9.1,0.6,47.8,-4.1,2.62
17,"p13.1g",9.1,9.7,0.5,43.9,4.0,1.43
17,"p13.1h",9.7,10.2,0.2,46.9,-3.0,1.16
17,"p12a",10.2,10.4,1.5,38.9,8.0,0.00
17,"p12b",10.4,11.9,0.6,43.0,-4.1,1.56
17,"p12c",11.9,12.5,0.6,39.6,3.4,1.61
17,"p12d",12.5,13,0.5,42.8,-3.2,2.37
17,"p12e",13,13.7,0.7,39.5,3.3,1.13
17,"p12f",13.7,14.2,0.5,41.4,-1.9,2.77
17,"p12g",14.2,14.8,0.6,40.1,1.2,0.86
17,"p12h",14.8,15.1,0.3,41.1,-1.0,0.11
17,"p12i",15.1,16.2,1.1,43.5,-2.4,2.04
17,"p11.2a",16.2,16.4,0.2,48.5,-5.0,0.00
17,"p11.2b",16.4,16.6,0.2,40.2,8.4,0.00
17,"p11.2c",16.6,17.3,0.7,49.5,-9.3,1.63
17,"p11.2d",17.3,17.7,0.4,53.9,-4.4,2.61
17,"p11.2e",17.7,17.9,0.2,48.2,5.7,0.00
17,"p11.2f",17.9,18.1,0.2,53.3,-5.1,0.00
17,"p11.2g",18.1,18.3,0.2,51.2,2.2,0.00
17,"p11.2h",18.3,18.8,0.5,43.5,7.7,2.06
17,"p11.2i",18.8,19,0.2,53.7,-10.2,0.00
17,"p11.2l",19,19.6,0.6,48.2,5.5,2.01
17,"p11.2m",19.6,21.1,1.5,44.0,4.2,3.22
17,"p11.2n",21.1,21.3,0.2,53.5,-9.5,0.00
17,"q11.2a",22.8,23,0.2,49.5,"-",0.00
17,"q11.2b",23,23.6,0.6,43.8,5.7,3.87
17,"q11.2c",23.6,24.6,1,49.2,-5.5,2.63
17,"q11.2d",24.6,24.8,0.2,42.8,6.4,0.00
17,"q11.2e",24.8,25.2,0.4,43.7,-0.8,6.03
17,"q11.2f",25.2,25.5,0.3,39.3,4.4,0.75
17,"q11.2g",25.5,25.7,0.2,42.3,-3.0,0.00
17,"q11.2h",25.7,25.9,0.2,40.1,2.2,0.00
